,Perm,Valid_perf_MAE,Valid_perf_corr,Test_perf_MAE,Test_perf_corr,All_perf_MAE,All_perf_corr
0,0.0,5.697964336236175,0.6151484231884417,4.220243154536084,0.7533787554156748,5.411792569699385,0.4983885481801553
1,1.0,5.225574187840902,0.3206696173603074,3.6353185392848935,0.746870043608244,5.364464165841064,0.4912968671542295
2,2.0,5.655362809528581,0.5667885578009015,3.550705711726682,0.7482817758089129,5.363270099791497,0.49489075060417
3,3.0,4.87811510370419,0.4120005136352272,3.7124063512006615,0.7540743313026409,5.360447137239682,0.48862085959577944
4,4.0,4.6308110152394555,0.7094573750964582,3.8531470618117245,0.759215456048609,5.415194147397384,0.4768597929819691
5,5.0,6.177605214540085,0.7288511837844904,4.244049221430136,0.7511239469044679,5.518153579946498,0.4848081890468721
6,6.0,7.361313247700358,0.7704146294213711,3.6424259025092,0.7510488306881489,5.329170900887798,0.49063003084569823
7,7.0,8.43220572624108,0.3249017652153484,3.5751555971588735,0.7528961032497237,5.506024546957724,0.47717226108541266
8,8.0,5.242620305297951,0.8674806655381495,3.92102615228382,0.7592184980986321,5.340218187576244,0.49234208708874966
9,9.0,4.694139050419587,0.5297096297688941,3.549901442755304,0.7427205234714012,5.455783759282639,0.4903528078426663
10,10.0,6.4613265155816455,0.6326231857814424,3.7200165933000293,0.7503749078873115,5.379611628863368,0.4800446900253426
11,11.0,5.076762985365902,0.5598540931946133,3.833943798238586,0.7512783102679246,5.3439213713489995,0.4941718676911536
12,12.0,3.9579649299784196,0.683676826124726,3.766969676345378,0.745303513610104,5.273122711807085,0.5095937514092977
13,13.0,3.098135813008052,0.6638149314179866,3.996630690800172,0.7578776017736579,5.347963449068264,0.4958543511831057
14,14.0,4.238588429609841,0.5587703232306777,3.8900115811082885,0.7399276736127716,5.346510915046648,0.49717216961642663
15,15.0,8.0167039315989,0.02294123737674522,4.198987391314544,0.7491166146012339,5.416881526522726,0.4891082970893611
16,16.0,3.7567252411272,0.44745547119575396,3.6957070032342307,0.760512394347316,5.288490239366811,0.5033864275606477
17,17.0,8.091150009282234,0.2742973676530819,4.924787568353839,0.7778881551213361,6.032331274821715,0.2955865009468952
18,18.0,4.061570983400696,0.8066551200676682,4.092595346044019,0.75562400837713,5.475257061215065,0.5163080498409001
19,19.0,4.632086011330662,0.743089560135345,3.607197678269615,0.7442913591302895,5.37662134521652,0.48814959570369165
20,20.0,6.617150546909303,0.3674654050304927,4.1261972478779345,0.753409865753603,5.458618265067077,0.4996565606480813
21,21.0,6.0002352127948795,0.3911720056141317,3.7571588620381307,0.7497492960083817,5.313450175809716,0.4937378752042396
22,22.0,4.47630240779957,0.5331743221300145,3.5787476396478333,0.747969712279908,5.385682655206977,0.4900877667320887
23,23.0,4.428725850765261,0.491754996513447,3.7620194353589946,0.7457819280927553,5.322208030059152,0.4892955133190797
24,24.0,7.335632903034963,0.33950180340843467,4.19627268542814,0.7450865251972325,5.45223845017074,0.49365072018445944
25,25.0,5.060363479496222,0.4059868109858511,4.154210857969636,0.744522958346146,5.4392471174162536,0.5003489055044155
26,26.0,5.270130175166251,0.5594832580816693,4.2650543056112316,0.7492118585239897,5.495218247750849,0.49421613997434244
