,Perm,Valid_perf_MAE,Valid_perf_corr,Test_perf_MAE,Test_perf_corr,All_perf_MAE,All_perf_corr
0,0.0,5.837804211523167,0.3652226692834355,4.164490676950345,0.7263966293008941,5.407754297192324,0.4988099461551732
1,1.0,4.982379144745317,0.1855505109813123,3.7795085487329545,0.7213661716604147,5.410493773884897,0.48757262959976677
2,2.0,7.430617306272935,0.18061715860018399,4.55929009904686,0.7222404255724438,5.651459097077197,0.47060725257871977
3,3.0,4.887480477427447,0.44638283490837316,4.091470996073376,0.7268033652855522,5.402275730877476,0.5339825448394312
4,4.0,5.687959761695434,0.5805222012229296,3.812267107250393,0.7163426920106455,5.288247951285638,0.5407335083745497
5,5.0,4.895854920008957,0.5136448258653628,3.798689996896536,0.7169926349162015,5.284702872103158,0.5048716591246571
6,6.0,4.911554025277436,0.6951380729416308,4.319296013915228,0.712823087952729,5.47839640339981,0.504017361050874
7,7.0,5.12483167166047,0.7077988965858133,3.7520922836594486,0.7216915599160368,5.307960474677462,0.49722422172778724
8,8.0,6.0288154841664126,0.5360938650358903,3.8254566409394344,0.7243070854334841,5.319246756541829,0.5003676839398008
9,9.0,3.7869560600399557,0.7647998989361268,3.8721178405751147,0.7142442512939514,5.384023030575249,0.5044477750556733
10,10.0,4.796809779416817,0.588437119589433,3.9965321043810276,0.7185034777388215,5.292790382079701,0.5101130421348294
11,11.0,5.522556718855991,0.7853332629421421,3.979880397008599,0.7180099782818395,5.3179296170117,0.5007661555992797
12,12.0,4.842259050397546,0.5259326290092233,4.363795669294805,0.7483366048565375,5.643528951086341,0.5252128896766401
13,13.0,4.970626319069269,0.6153822851359112,4.076580412365866,0.7253936686098829,5.3912292232183665,0.5416101725829799
14,14.0,5.768195702637021,0.5327872204003983,4.921357037257794,0.7175610714255327,5.77418366770854,0.4992912289411899
15,15.0,5.642416442904094,0.815392219058075,4.478445230056357,0.7115163424745912,5.502209688550554,0.495921286562502
16,16.0,5.968865470309114,0.6757283267801443,3.7001262986507406,0.7451665443027868,5.157759872769292,0.5434503917598743
17,17.0,5.768854976491247,0.2621328044716063,4.845174660460382,0.7193357254900145,5.6627551565922065,0.4792931284612614
18,18.0,5.386819396092085,0.809316801700441,4.871956490327658,0.7220602690820742,5.742909037171032,0.5277072657000003
19,19.0,7.3648202874948305,0.2583513316995514,3.730819119920936,0.7202498885402525,5.370304849288608,0.5102090614590524
20,20.0,7.198848592209488,0.45756957301637213,3.708673624159032,0.713699871441462,5.292113299749974,0.5020605582043774
21,21.0,7.81522631212132,0.5017853707654857,4.473596600809496,0.7197795039385122,5.5112519805822275,0.49704071650374393
22,22.0,7.820527330404134,0.6104310816455668,5.4546809201806665,0.7230316560842309,6.1801213609674575,0.5223682747283283
23,23.0,6.691220289341314,0.8502620154669989,4.657365725034094,0.7190604860440721,5.570387383243077,0.5014763865378349
24,24.0,6.533546037600799,0.4642744104753253,4.042957168160494,0.7400050749730429,5.300978739419187,0.5544611880964816
25,25.0,6.757397458588361,0.007465596876784164,3.789635788389891,0.7218090298382479,5.359983565612272,0.4973505279244035
26,26.0,6.934572346478962,0.6137644890397489,4.1178926117846375,0.713712307610302,5.3449358138398795,0.5005350564709248
27,27.0,5.848773892888033,0.39216938740365187,4.248153214395481,0.724006843373783,5.435527458046202,0.4972480465330019
28,28.0,6.432901686122528,0.5429118749807386,3.8189398959962113,0.715441754130946,5.2941184052515595,0.5168597442084104
29,29.0,4.2874387231732305,0.8479079446624129,3.7527192718836204,0.7194438750236831,5.758702068620849,0.47801166454740585
30,30.0,6.5350817603223454,0.1529168438153505,3.7124034085661477,0.7408646254732308,5.181570468032636,0.5549836952185638
31,31.0,8.176648023702334,0.3650918574195145,4.68878113475265,0.7141909586791075,5.742751985828908,0.4519204227244843
32,32.0,4.050371616928941,0.8129204517150133,3.6907224668095338,0.7236095861559285,5.343188279656663,0.4933791646119911
33,33.0,3.959163755719482,0.7481745330704299,4.00270214383372,0.7202804745918974,5.335686438319792,0.5422217395105242
34,34.0,6.372090139284322,0.25427000191548194,4.48245685753993,0.7222614771092336,5.616036204168454,0.4939383999454112
35,35.0,4.931687308072868,0.4137776193083823,4.132592220012686,0.72009934246378,5.3684482405450815,0.4984173375636357
36,36.0,7.3735646387044,0.8392983794418533,4.043955672142828,0.7225054640384238,5.352260866427347,0.5004628605861661
37,37.0,5.880185462750038,0.10271769347438298,4.4893336605574685,0.7358844616865485,5.679415622322608,0.5505879029964962
38,38.0,4.659248134254711,0.7713798464001975,3.7383233672293192,0.72289057733385,5.162736094145012,0.5380751724212751
39,39.0,5.956899752240012,0.6242879227099749,4.525678138508877,0.7236132690166995,5.453324080732479,0.5074427087733389
40,40.0,6.162476524732886,0.6640590297752216,3.660095191895639,0.7125781834503835,5.392170899031299,0.49200417690828446
41,41.0,6.187593033290284,0.38416688819974815,3.773599067959895,0.7152804593007156,5.243702200187911,0.5391727316956123
42,42.0,5.468539963031558,0.5798914636123859,4.338848701608185,0.7116146384812628,5.4181135574766,0.5277588089643332
43,43.0,5.94282902462115,0.7796553817733107,3.838529701326654,0.7163390491065076,5.377730144838268,0.4930208487887312
44,44.0,5.6974988234665105,0.48048774519966175,3.741179743130939,0.7132603062293243,5.360837045198816,0.5415368814116877
45,45.0,4.43320445922157,0.8336370792551214,4.039413797128269,0.7218742193658504,5.375861764985546,0.5058856984286394
46,46.0,5.495891085043447,0.7221432855746206,4.022840704804758,0.7201655978878141,5.363915278699246,0.49671203773957295
47,47.0,4.726558789906509,0.3322531842026357,3.8066871444533703,0.7263215259535604,5.310347266424317,0.4996495532283481
48,48.0,6.836841505088446,0.25819015118794963,3.8565095292887124,0.7384924898400449,5.246024976760134,0.5337924663038218
49,49.0,8.367364858602999,0.04717044080845298,4.072836507082107,0.7174007961052121,5.29729309183032,0.5100907879578362
50,50.0,6.445781832590895,0.6752134906816517,5.091668103494423,0.7306418680588159,5.852230547837384,0.4741066794049428
51,51.0,5.23619628386882,0.22867671376605142,3.8270188025182805,0.7255345186756963,5.284470298563949,0.4980459285792048
52,52.0,6.027420187936508,0.530799722778042,3.700378801866627,0.7170278294290491,5.347956343235553,0.49440931459156107
53,53.0,4.5167739156058655,0.5447113041814752,3.7266109622460193,0.7255769499917561,5.325144264130271,0.49547587985432817
54,54.0,3.801219688935191,0.6430197394656698,3.7121229641950086,0.7232101091069265,5.325944494220903,0.49730606462059157
55,55.0,3.8621977035391923,0.4519943353496348,3.854526750056454,0.7198415649992007,5.1789334839317105,0.5349224733783188
56,56.0,5.829931673833824,0.3901440923959723,4.1415261199160796,0.7225650154201249,5.415432484030348,0.4926454473247989
57,57.0,6.449588251492532,0.29422973826810306,4.293529584458947,0.726536672917456,5.445217265557966,0.49306518388512444
58,58.0,2.730050008580563,0.7108467912933588,4.348940645935794,0.7244882521784335,5.4221987520992085,0.5044547085162159
59,59.0,3.86866188968085,0.5743583721039881,4.020134527588149,0.7171523676851728,5.339596152517267,0.543324828833325
60,60.0,4.347749925862112,0.7759194950882664,4.310345343969205,0.7169532797825034,5.508616324070456,0.4957458611517531
61,61.0,8.179595104027548,-0.11938448882350347,3.8243647612913216,0.7386805575018172,5.262934871121184,0.524830116240943
62,62.0,6.816682414856204,0.5029737252097568,3.8697332827851065,0.7206912557657787,5.317993466532721,0.5346123064062989
63,63.0,6.019832544659544,0.27254146098222737,4.310460875273783,0.7178080312126761,5.548200798992065,0.4976603352266497
64,64.0,5.142627235198119,0.4567350634860394,4.4394686568311235,0.7096474944016832,5.540367843074578,0.5292068371093188
65,65.0,5.27863572332249,0.5709931276377945,4.0449535622229496,0.7269927950895348,5.3911325336730656,0.48698323785632097
66,66.0,5.043511210769477,0.6441196210250559,3.7822075037816782,0.7203666079676376,5.278390436419066,0.5068217559658015
67,67.0,7.284295406347199,0.7101251837937113,4.0665051903136336,0.722415265411784,5.5036107259441485,0.4986369483439954
