,Perm,Valid_perf_MAE,Valid_perf_corr,Test_perf_MAE,Test_perf_corr,All_perf_MAE,All_perf_corr
68,68.0,8.141406475866406,-0.22426384423897938,4.108694395624125,0.7200670404546388,5.261988583060232,0.5403442669791658
69,69.0,6.240326596696335,0.23332587087407053,3.7745750933785978,0.7150342287769734,5.409886763532835,0.49719069846101194
70,70.0,7.041312294418265,-0.2073351757221389,3.828310597587677,0.7236463026351665,5.396663946047397,0.49639372585943986
71,71.0,6.814562356209435,-0.06116303031353945,4.075251294641653,0.721269367029622,5.435841388067719,0.5305620658714321
72,72.0,6.7878372836031495,0.41240359787237985,3.8045047041841364,0.716576803197797,5.4276965968259585,0.5017389996871341
73,73.0,4.817762717065579,0.6699488871910552,4.116015427930579,0.7235152886462259,5.365807842419449,0.4980784901051446
74,74.0,2.9951321303697127,0.7955586265316374,3.882438090633685,0.7214672723393698,5.279135128886533,0.5047195229315764
75,75.0,7.211863062471994,0.5008684753355565,3.853405020525905,0.714337310978425,5.253267157415837,0.5122964108315708
76,76.0,4.968336271932064,0.5704333131050898,3.9902248470936796,0.7153725927448173,5.168843391882251,0.5457285111512649
77,77.0,6.527414073084601,0.4359835246628526,3.93318778701193,0.7234890939684205,5.418039171712059,0.5022719324213021
78,78.0,6.016986247153863,0.6820578725301503,4.168762291992236,0.7193648939779566,5.420531836342641,0.5295684705943577
79,79.0,4.304427272835505,0.8007439280258886,3.665082545039507,0.720634359979708,5.362732286686214,0.5018845590977907
80,80.0,6.522731342516465,0.5080794547656473,4.843127534495347,0.7153929591934052,5.733720733260941,0.5380537219970492
81,81.0,3.840715990992678,0.6689842373763719,4.211147490319211,0.7219334934862554,5.394925743142338,0.4946129643047553
82,82.0,7.288708537111398,0.5976912134706912,3.9124692235940026,0.7196723194623436,5.369895496689162,0.5031907603674739
83,83.0,5.1622725886144485,0.14919297360709344,4.454101954711855,0.7270149164807684,5.4649477488764875,0.4968715336285213
84,84.0,5.223217807838307,0.6994904496731349,3.9133619216837348,0.7414436427944624,5.193287821146526,0.5407559328649886
85,85.0,3.497567060843767,0.6785450445877943,3.7439333570568167,0.7196938734631285,5.294789483018418,0.4973489801833563
86,86.0,5.438546229508317,0.5843001638031562,3.7254199746131222,0.7177999720583434,5.283329658076335,0.5002580197088172
87,87.0,8.09725837765907,0.39530967897249797,4.067067177657907,0.7141701905734648,5.379106152379711,0.4996390238083796
88,88.0,5.466238998535584,0.6096717204585936,4.129859534341496,0.7206660399214809,5.402848832271096,0.49459457926893213
89,89.0,5.764726290851555,0.6361223709646114,3.837926935091855,0.7198246192067287,5.1945019628845825,0.536917886555486
90,90.0,6.335601545546101,0.6403232048452691,4.521029664615559,0.7183672639546588,5.635791063498677,0.5410632450535731
91,91.0,4.387101845874941,0.20516794251139414,3.8655491665518547,0.7201883644243815,5.3896512920954915,0.4980510672760721
92,92.0,6.14005859491526,0.5679141756463759,3.6778535508941017,0.7220088778883728,5.4029519076771555,0.4878840478169524
93,93.0,5.304341323396854,0.20363054052250276,4.264525007290537,0.7217313627194188,5.398683642216107,0.4981059151499264
94,94.0,6.744144784939178,0.5135838018643573,3.709944215572532,0.7305535521510607,5.188889294173731,0.5336034026709138
95,95.0,5.564880801010453,0.5908586171406799,3.773761810466207,0.7131892957069904,5.134599344581088,0.5529436798885441
96,96.0,3.8602604573480637,0.8471694099015503,3.7675323445482243,0.7293183558474067,5.172889659334409,0.5480574530495714
97,97.0,7.613367735947688,0.5822384572397655,4.618128148475449,0.7247126155054433,5.5932881637358856,0.4960793578069701
98,98.0,6.8672310454156875,0.7460513910193396,3.7658229134623573,0.7132115672852746,5.217762604433953,0.5418675247177713
99,99.0,5.298239481310755,0.1423819842171789,4.286625558303986,0.7194177196253303,5.460825750453553,0.49637963849740835
